name,price
"Dell Desktop Computer i5-4th 32GB 120GB SSD, 500GB HDD WiFi, Bluetooth Win10 Pro",324.99
CLEARANCE!!! Fast Dell Desktop Computer PC Core 2 Duo WINDOWS 10 + LCD + KB + MS,129.00
HP ENVY Desktop Core i7-10700 2.9GHz 8GB 1TB Win 10,519.99
Desktop Computer 3960X Threadripper 32GB Ram 128GB SSD Upgradable 1650 Super,"2,299.00"
HP ProDesk 600 G1 Mini Desktop Computer Quad Core i5 16GB New 1TB SSD Win10 Pro,199.99
"Dell Latitude E6540 Gaming Laptop Core i5 15.6"" 16GB Ram 512GB SSD Win 10 Pro",379.99
"HP 24-DF 24"" All In One Ryzen 3 3250U 8GB 1TB 256GB Win 10",469.99
HP J5N50UT Chromebox 4GB RAM 16GB Intel Celeron 2955U Mini Desktop Computer,29.99
Dell Desktop Computer Precision T3420 16GB 256GB SSD Windows 10 Pro PC WIFI HDMI,238.95
Dell Precision Tower T1500 Intel i7 8GB RAM 1TB HDD Windows 10 Computer Grade B,178.99
ASUS - ROG Gaming Desktop - NVIDIA GeForce 3060 - Intel  i7-11700F - 16GB - M.2 ,"1,098.50"
Dell Optiplex 7010 USFF Intel Core i3-3240 3.4GHz 4 GB RAM No HDD No OS,34.99
computer,215.00
Dell OptiPlex 7050 SFF i5-7500 / i7-7700+up to 32GB RAM&2TB SSD&4TB HD&Win10 Pro,199.00
Custom Gaming PC/Computer Mini ATX Tower i5 10th Gen GTX 1070 8gb,"1,150.00"
Dell Desktop Computer Tower PC Intel Core 2 4 GB 250 GB HD Windows 10 Home ,99.99
Lenovo Gaming Computer Nvidia GT1030 HDMI Windows 10 Core I5 Desktop PC Custom,295.00
Dell Optiplex 5050 MFF Intel i7 7700T 16GB 500GB HDD Win 10 Pro - Good,279.99
Lenovo M73 SFF i5-4570 3.20GHz Desktop Computer PC HDMI DP VGA WiFi BT Win10,169.99
"Dell i5 PC Desktop Computer 3.2GHz 8GB RAM 1TB HD 19"" LCD Windows 10 Pro Wi-Fi",151.90
Dell Precision T3600 | Xeon E5-1650 3.2GHz | 16GB | GPU | 128GB SSD | Win 10 Pro,179.99
Commodore 64C Computer - Untested,1.00
HP J5N50UT Chromebox 4GB RAM 16GB Intel Celeron 2955U Mini PC Desktop Computer,34.99
Dell Computer Intel Core i3 3.6 Ghz 8 GB Ram 1024 GB HDD Windows 10 Home 64-bit,222.25
Dell Inspiron 3668 DT Intel Core i7-7700 3.60GHz 16GB RAM 500GB SSD Win 10,274.99
HP Z420 CTO Workstation Computer w/ Heatsink 16GB RAM No CPU No HDD,95.00
Lenovo Tower Intel Core i3 3.3GHz 4GB 500GB HD Windows 10 Desktop Computer Wifi,139.95
HP 800 G1 USDT MINI COMPUTER,55.00
,240.99
Dell Optiplex 7010 USFF i3-3220 3.30GHz Business Desktop Computer Windows 10 PC,94.99
Dell OptiPlex 3040 Desktop Computer PC Core i5 8GB 512GB SSD Windows 10 Pro HDMI,258.52
Dell Desktop i7 SSD + 1TB HD + 16GB Ram + Wifi + Windows 10 Pro + Free Warranty,314.95
desktop computers i5 windows 10,130.00
Dell Computer PC Core i5 8GB 16GB | 500GB 1TB SSD WiFi Windows 10 Professional,145.00
Dell Optiplex 960 Computer Quad Core 3.0Ghz 4GB 250GB Windows 10 B960-5,65.99
​Dell OptiPlex 7000 7090 Desktop Computer - Y8V9R,594.00
WIN11 Pro - Dell Optiplex 7040 Micro i5-6500T 2.50GHz 8GB 128GB SSD WIFI,184.99
Dell i5 PC Desktop Computer Intel Core 3.20 GHz 8GB RAM 1TB HD Windows 10 Home,139.99
"MSECORE Mini PC, with Core i7-7820HK with Windows 11 and Linux Mint Cinnamon 2",300.00
Dell Optiplex 9020 Tower PC Core i7 4TH Gen 16GB RAM 256GB SSD Hard Drive Win 10,250.00
Dell Optiplex 7020 Desktop PC 3.60GHz Intel Core i7-4790 8GB RAM No Hard Drive ,125.00
Dell Optiplex 9010/7010 MT Intel i5-3470 3.2GHz 8GB RAM 256GB SSD Windows 10 PRO,139.99
"Commodore 64 Computer - Cleaned, Tested & Restored- C64",275.00
HP Windows 10 Professional Quad Core I5 16GB 1TB DVD Desktop Computer PC WiFi,215.00
"Dell OptiPlex 7040 SFF Desktop, i5 6500, 8GB RAM, 256GB SSD, Win10",174.99
Shop on eBay,20.00
"HP Desktop Computer PC i5 8GB RAM 512GB SSD Windows 10 Pro 22"" LCD Wi-Fi Webcam",233.14
HP ProOne 400 G1  20.0-in AiO Computer,225.99
Dell Desktop i7 8GB RAM 500GB HDD Intel Core Computer PC Windows 10 Home Wi-Fi,107.99
"HP 8000 Elite Windows 10 Pro Desktop Computer 3.0GHz C2D 4GB 160GB WiFi 19"" LCD",115.20
Dell WYSE 3040 Thin Client Intel Atom x5-z8350 16GB Desktop Computer,149.97
Dell OptiPlex 9020 SFF PC Core i5-4590 3.3GHz 8GB 2TB Win10 PRO Computer Desktop,124.99
Acer Aspire XC-703 Desktop Computer 64-bit Windows 10 - 500GB HDD w/ HDMI & WiFi,112.88
Dell Optiplex 7020 Intel i5 4GB RAM 500GB HDD,80.00
"HP EliteDesk 705 G4 (AMD PRO A10-9700E R7, 8GB DDR4, 3.00GHZ, 256GB SSD) Mini PC",129.99
Dell Optiplex 9010/7010 MT Intel i7-3770 3.4GHz 16GB RAM 512GB SSD Win 10 Pro,224.99
Dell Optiplex 5060 SFF i5-8500 @ 4.10GHz 8GB RAM No HDD UHD 630 No OS - 16323,250.00
Custom Build Dell Desktop Computer i5 | 16GB | 2TB | SSD Windows 10 PC WiFi DVD,169.99
💥 Win11P FAST PC  Dell OP 5050 SFF i3-7100 16GB DDR4 256GB m.2 NVMe 1TB HD WiFi,247.99
Dell OptiPlex 980 Windows 10 Desktop Computer Intel i5 3.2GHz 8GB RAM 320GB PC,127.28
Dell i5 Desktop Computer PC Intel Core 8GB 128GB SSD Windows 10 Home Wi-Fi,130.95
"LENOVO Desktop PC Computer Dual Core 4GB RAM DUAL 20"" LCDs WiFi Windows 10",199.99
Fast Dell Desktop Computer PC i5 3.10Ghz 8GB New 250GB SSD Windows 10 Pro WiFi,180.00
i7 GAMING DESKTOP PC i7 UPTO 3.8 GHZ SSD + 1TB HDD 16GB RAM GTX 1060 WIFI WIN10 ,695.00
Custom Gaming Desktop PC RGB Tempered Glass Intel i5 Quad 8GB 1TB AMD V5800 Wifi,349.00
